Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,DateTime
2021-03-16,321149,15802,305347,9275,146073,149999,42,15482,302400,,float;#317882.000000000,3224,1745,1479,0.5413,0.4587,43,1.86,5.57,320,2917,625,414,66,621,147,1032,13,7,6,1,5,27,1,1,5,0,3159,1723,1436,0.5454,0.4546,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0.1473,0.0459,0.5531,0.1763,0.2705,0.8502,0.1498,0.6147,366,1033,,3678,146,337,125,568,0,73,112,229,352,62,334,19,61,36,0.0057,0.0582,0.1643,,0.5848,0.0232,0.0536,0.0199,0.0903,0,"12:00 AM, Tuesday 16 March 2021"
2021-03-15,319981,15802,304179,9216,145900,149063,91,15482,301184,,float;#316666.000000000,3223,1745,1478,0.5414,0.4586,43,0.93,4.64,320,2916,625,414,65,621,147,1032,13,7,5,1,4,21,0,1,4,0,3159,1723,1436,0.5454,0.4546,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0,0,0.5531,0.1763,0.2705,0.8502,0.1498,0.6157,360,1027,,3653,142,332,125,558,0,73,112,229,352,62,334,19,61,36,0.0058,0.0578,0.1648,,0.5861,0.0228,0.0533,0.0201,0.0895,0,"12:00 AM, Monday 15 March 2021"
2021-03-14,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5531,0.1763,0.2705,,,0.617,344,1003,,3626,140,327,117,551,0,73,112,229,0,0,,,,36,0.0059,0.056,0.1632,,0.5902,0.0228,0.0532,0.019,0.0897,0,"12:00 AM, Sunday 14 March 2021"
2021-03-13,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5531,0.1763,0.2705,,,0.6174,337,991,,3578,136,313,112,546,0,73,112,229,0,0,,,,36,0.006,0.0557,0.1638,,0.5915,0.0225,0.0517,0.0185,0.0903,0,"12:00 AM, Saturday 13 March 2021"
2021-03-12,317982,15802,302180,9159,145188,147833,78,15482,299199,,float;#314681.000000000,3222,1745,1477,0.5416,0.4584,43,0.93,6.49,320,2915,625,413,65,621,147,1032,13,7,4,1,3,21,0,1,3,0,3159,1723,1436,0.5454,0.4546,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8068,0.1449,0.0459,0.5531,0.1763,0.2705,0.8499,0.1501,0.6165,330,978,,3530,135,313,109,539,0,73,112,229,351,62,334,19,61,36,0.006,0.0553,0.1638,,0.5913,0.0226,0.0524,0.0183,0.0903,0,"12:00 AM, Friday 12 March 2021"
2021-03-11,316741,15802,300939,9126,145116,146697,22,15482,298014,,float;#313496.000000000,3222,1745,1477,0.5416,0.4584,43,1.86,7.42,320,2915,625,413,65,621,147,1032,13,7,8,4,4,64,0,1,7,0,3155,1723,1436,0.5461,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8087,0.1453,0.046,0.5521,0.1768,0.2712,0.8499,0.1501,0.6151,322,967,,3474,132,309,100,531,0,73,112,228,351,62,334,19,60,35,0.006,0.0549,0.1647,,0.5918,0.0225,0.0526,0.017,0.0905,0,"12:00 AM, Thursday 11 March 2021"
2021-03-10,315685,15802,299883,9065,144888,145930,138,15482,296842,,float;#312324.000000000,3222,1745,1477,0.5416,0.4584,43,2.78,8.35,320,2915,625,413,65,621,147,1032,13,7,8,4,4,64,0,1,7,0,3155,1721,1434,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8087,0.1453,0.046,0.5521,0.1768,0.2712,0.8499,0.1501,0.6155,321,966,,3466,132,303,100,529,0,73,112,228,351,62,334,19,60,35,0.006,0.0549,0.1651,,0.5923,0.0226,0.0518,0.0171,0.0904,0,"12:00 AM, Wednesday 10 March 2021"
2021-03-09,314693,15802,298891,9020,144750,145121,24,15482,295964,,float;#311446.000000000,3222,1745,1477,0.5416,0.4584,43,3.71,8.35,320,2915,625,413,65,621,147,1032,13,7,8,4,4,52,0,1,7,0,3155,1721,1434,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8087,0.1453,0.046,0.5521,0.1768,0.2712,0.8499,0.1501,0.6166,317,946,,3437,131,303,97,526,0,73,112,228,351,62,334,19,60,35,0.006,0.0547,0.1633,,0.5934,0.0226,0.0523,0.0167,0.0908,0,"12:00 AM, Tuesday 9 March 2021"
2021-03-08,313110,15802,297308,8950,144546,143812,87,15482,294319,,float;#309801.000000000,3221,1745,1476,0.5418,0.4582,43,3.71,7.42,320,2914,625,412,65,621,147,1032,13,7,7,3,4,51,1,1,6,0,3155,1721,1434,0.5455,0.4545,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8087,0,0,0.5521,0.1768,0.2712,0.8495,0.1505,0.6178,309,943,,3419,130,299,95,522,0,73,112,228,350,62,334,19,60,35,0.0061,0.0537,0.1639,,0.5944,0.0226,0.052,0.0165,0.0908,0,"12:00 AM, Monday 8 March 2021"
2021-03-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.5521,0.1768,0.2712,,,0.6212,300,909,,3392,129,297,92,515,0,73,112,228,0,0,,,,35,0.0062,0.0529,0.1603,,0.5983,0.0228,0.0524,0.0162,0.0908,0,"12:00 AM, Sunday 7 March 2021"
2021-03-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,0,,,,,,,,,,,,,38,3,26,2,,,,,,,,,,,,,,,,0.551,0.1772,0.2718,,,0.6206,295,902,,3353,129,279,87,506,0,73,112,227,0,0,,,,35,0.0063,0.0528,0.1615,,0.6003,0.0231,0.0499,0.0156,0.0906,0,"12:00 AM, Saturday 6 March 2021"
2021-03-05,311294,15802,295492,8889,143991,142612,346,15482,292245,,float;#307727.000000000,3220,1744,1476,0.5416,0.4584,43,5.57,6.49,320,2913,625,412,65,620,147,1032,13,7,7,2,5,56,1,1,6,0,3154,1720,1434,0.5453,0.4547,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8083,0.1456,0.0461,0.551,0.1772,0.2718,0.8495,0.1505,0.622,289,898,,3345,129,279,86,498,0,73,112,227,350,62,333,19,60,35,0.0063,0.052,0.1615,,0.6017,0.0232,0.0502,0.0155,0.0896,0,"12:00 AM, Friday 5 March 2021"
2021-03-04,310194,15802,294392,8856,143858,141678,74,15482,291417,,float;#306899.000000000,3220,1744,1476,0.5416,0.4584,43,5.57,8.35,320,2913,625,412,65,620,147,1032,13,7,9,3,6,77,0,1,8,0,3152,1718,1434,0.5451,0.4549,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8083,0.1456,0.0461,0.551,0.1772,0.2718,0.8495,0.1505,0.623,281,890,,3293,129,275,83,484,0,73,112,227,350,62,333,19,60,33,0.006,0.0514,0.1628,,0.6022,0.0236,0.0503,0.0152,0.0885,0,"12:00 AM, Thursday 4 March 2021"
2021-03-03,309125,15802,293323,8814,143531,140978,361,15482,290062,,float;#305544.000000000,3219,1743,1476,0.5415,0.4585,43,5.57,10.2,320,2912,625,411,65,620,147,1032,13,7,10,4,6,62,2,2,8,0,3150,1716,1434,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8083,0.1432,0.0461,0.551,0.1772,0.2718,0.8491,0.1509,0.6242,279,886,,3286,129,274,83,478,0,73,112,227,349,62,333,19,60,33,0.0061,0.0512,0.1626,,0.6032,0.0237,0.0503,0.0152,0.0877,0,"12:00 AM, Wednesday 3 March 2021"
2021-03-02,308075,15802,292273,8771,143476,140026,177,15482,289197,,float;#304679.000000000,3218,1743,1475,0.5416,0.4584,43,4.64,12.06,320,2911,625,411,65,619,147,1032,13,7,13,5,8,76,0,2,11,0,3146,1715,1431,0.5451,0.4549,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8102,0.1436,0.0462,0.5499,0.1776,0.2725,0.8491,0.1509,0.6247,275,878,,3252,129,270,79,472,0,73,112,226,349,62,333,19,59,33,0.0061,0.051,0.163,,0.6036,0.0239,0.0501,0.0147,0.0876,0,"12:00 AM, Tuesday 2 March 2021"
2021-03-01,306948,15802,291146,8715,143293,139138,162,15482,288086,,float;#303568.000000000,3217,1743,1474,0.5418,0.4582,43,4.64,12.06,320,2910,625,410,65,619,147,1032,13,7,14,5,9,88,1,2,12,0,3144,1714,1430,0.5452,0.4548,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8102,0.1436,0.0462,0.5499,0.1776,0.2725,0.8488,0.1512,0.6264,272,868,,3241,129,270,78,463,0,73,112,226,348,62,333,19,59,33,0.0062,0.0508,0.1621,,0.6053,0.0241,0.0504,0.0146,0.0865,0,"12:00 AM, Monday 1 March 2021"
2021-02-28,306536,15802,290734,8699,143064,138971,130,15482,287706,,float;#303188.000000000,3217,1743,1474,0.5418,0.4582,43,3.71,12.99,320,2910,625,410,65,619,147,1032,13,7,19,9,10,128,0,2,17,0,3139,1710,1429,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8102,0.1436,0.0462,0.5499,0.1776,0.2725,0.8488,0.1512,0.6304,261,847,,3222,129,267,76,455,0,73,112,226,348,62,333,19,59,33,0.0062,0.0493,0.1601,,0.6091,0.0244,0.0505,0.0144,0.086,0,"12:00 AM, Sunday 28 February 2021"
2021-02-27,305937,15802,290135,8681,142929,138525,115,15482,287123,,float;#302605.000000000,3216,1743,1473,0.542,0.458,43,3.71,13.91,320,2909,625,410,65,618,147,1032,13,7,22,10,12,138,2,2,20,0,3135,1708,1427,0.5448,0.4552,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6369,258,789,,3177,123,264,74,441,0,73,112,225,348,62,332,19,59,33,0.0064,0.05,0.1529,,0.6158,0.0238,0.0512,0.0143,0.0855,0,"12:00 AM, Saturday 27 February 2021"
2021-02-26,304698,15802,288896,8654,142649,137593,21,15482,285979,,float;#301461.000000000,3215,1742,1473,0.5418,0.4582,43,1.86,15.77,320,2908,625,410,65,618,146,1032,13,7,25,10,15,159,1,1,24,0,3131,1706,1425,0.5449,0.4551,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6356,253,777,,3144,123,264,72,439,0,73,112,225,348,62,332,19,59,33,0.0065,0.0496,0.1522,,0.6159,0.0241,0.0517,0.0141,0.086,0,"12:00 AM, Friday 26 February 2021"
2021-02-25,303692,15802,287890,8620,142557,136713,31,15482,284964,,float;#300446.000000000,3214,1741,1473,0.5417,0.4583,43,2.78,21.34,320,2907,625,410,65,617,146,1032,13,7,27,11,16,167,1,1,26,0,3128,1705,1423,0.5451,0.4549,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6337,245,769,,3068,121,257,69,424,0,73,112,225,348,62,332,19,59,33,0.0066,0.0491,0.1542,,0.6153,0.0243,0.0515,0.0138,0.085,0,"12:00 AM, Thursday 25 February 2021"
2021-02-24,302422,15802,286620,8572,142317,135731,96,15482,283629,,float;#299111.000000000,3213,1740,1473,0.5415,0.4585,43,4.64,21.34,320,2906,625,410,65,616,146,1032,13,7,28,12,16,173,0,1,27,0,3126,1704,1422,0.5451,0.4549,42,69,52,17,38,3,26,2,4,0.058,3,0.0435,17,0.2464,31,0.4493,14,0.2029,0.3768,0.6232,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6367,242,763,,3051,121,244,69,416,0,73,112,225,348,62,332,19,59,33,0.0067,0.049,0.1545,,0.6177,0.0245,0.0494,0.014,0.0842,0,"12:00 AM, Wednesday 24 February 2021"
2021-02-23,301332,15802,285530,8518,142259,134753,47,15482,282589,,float;#298071.000000000,3213,1740,1473,0.5415,0.4585,43,7.42,23.19,320,2906,625,410,65,616,146,1032,13,7,29,12,17,175,0,1,28,0,3125,1703,1422,0.545,0.455,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6374,238,746,,3011,119,242,66,413,0,73,112,225,348,62,332,19,59,33,0.0068,0.0489,0.1532,,0.6185,0.0244,0.0497,0.0136,0.0848,0,"12:00 AM, Tuesday 23 February 2021"
2021-02-22,299875,15802,284073,8460,142099,133514,67,15482,281112,,float;#296594.000000000,3213,1740,1473,0.5415,0.4585,43,8.35,27.83,320,2906,625,410,65,616,146,1032,13,7,35,16,19,203,0,2,33,0,3119,1701,1418,0.5454,0.4546,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6381,238,740,,3006,119,241,66,410,0,73,112,225,348,62,332,19,59,33,0.0068,0.049,0.1525,,0.6194,0.0245,0.0497,0.0136,0.0845,0,"12:00 AM, Monday 22 February 2021"
2021-02-21,299394,15802,283592,8434,141945,133213,46,15482,280652,,float;#296134.000000000,3213,1740,1473,0.5415,0.4585,43,9.28,33.4,320,2906,625,410,65,616,146,1032,13,7,38,18,20,215,0,1,37,0,3117,1700,1417,0.5454,0.4546,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6399,228,728,,2979,117,240,60,404,0,73,112,225,348,62,332,19,59,33,0.0069,0.0476,0.152,,0.6221,0.0244,0.0501,0.0125,0.0844,0,"12:00 AM, Sunday 21 February 2021"
2021-02-20,298820,15802,283018,8411,141829,132778,37,15482,280087,,float;#295569.000000000,3213,1740,1473,0.5415,0.4585,43,11.13,34.32,320,2906,625,410,65,616,146,1032,13,7,41,18,23,212,0,1,40,0,3114,1699,1415,0.5456,0.4544,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.64,216,722,,2925,114,234,60,393,0,73,112,225,348,62,332,19,59,31,0.0066,0.046,0.1538,,0.623,0.0243,0.0498,0.0128,0.0837,0,"12:00 AM, Saturday 20 February 2021"
2021-02-19,297255,15802,281453,8372,141607,131474,69,15482,278490,,float;#293972.000000000,3213,1740,1473,0.5415,0.4585,43,13.91,37.11,320,2906,625,410,65,616,146,1032,13,7,43,19,24,240,2,1,42,0,3113,1698,1415,0.5455,0.4545,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6407,216,719,,2920,114,234,60,391,0,73,112,225,348,62,332,19,59,31,0.0066,0.0461,0.1535,,0.6233,0.0243,0.0499,0.0128,0.0835,0,"12:00 AM, Friday 19 February 2021"
2021-02-18,295988,15802,280186,8306,141556,130324,187,15482,277110,,float;#292592.000000000,3208,1736,1472,0.5411,0.4589,43,18.55,34.32,320,2901,625,410,65,615,146,1028,13,7,43,20,23,243,3,0,43,0,3108,1696,1412,0.5457,0.4543,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6415,211,706,,2872,109,226,57,378,0,73,112,225,348,62,332,19,59,30,0.0065,0.046,0.1538,,0.6258,0.0238,0.0492,0.0124,0.0824,0,"12:00 AM, Thursday 18 February 2021"
2021-02-17,294350,15802,278548,8261,141215,129072,96,15482,275564,,float;#291046.000000000,3207,1736,1471,0.5413,0.4587,43,16.7,36.18,320,2900,625,410,65,615,146,1027,13,7,42,19,23,198,2,0,42,0,3108,1696,1412,0.5457,0.4543,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6416,211,701,,2868,108,224,56,376,0,73,112,225,348,62,332,19,59,30,0.0066,0.0461,0.1533,,0.627,0.0236,0.049,0.0122,0.0822,0,"12:00 AM, Wednesday 17 February 2021"
2021-02-16,292918,15802,277116,8210,141147,127759,40,15482,274190,,float;#289672.000000000,3205,1734,1471,0.541,0.459,43,15.77,40.82,320,2898,624,410,65,615,146,1026,13,7,41,18,23,183,2,0,41,0,3107,1696,1411,0.5459,0.4541,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6423,210,691,,2848,107,223,55,372,0,73,112,225,348,62,332,19,59,30,0.0066,0.0463,0.1523,,0.6279,0.0236,0.0492,0.0121,0.082,0,"12:00 AM, Tuesday 16 February 2021"
2021-02-15,291233,15802,275431,8158,140927,126346,36,15482,272511,,float;#287993.000000000,3203,1734,1469,0.5414,0.4586,43,19.48,40.82,320,2896,623,410,65,615,146,1025,13,7,45,21,24,208,1,0,45,0,3101,1692,1409,0.5456,0.4544,42,68,51,17,37,3,26,2,4,0.0588,3,0.0441,17,0.25,31,0.4559,13,0.1912,0.3824,0.6176,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6437,205,684,,2828,105,222,54,367,0,73,112,225,348,62,332,19,59,30,0.0067,0.0456,0.1522,,0.6291,0.0234,0.0494,0.012,0.0816,0,"12:00 AM, Monday 15 February 2021"
2021-02-14,290797,15802,274995,8130,140782,126083,25,15482,272087,,float;#287569.000000000,3202,1733,1469,0.5412,0.4588,43,24.12,45.45,320,2895,623,410,65,615,146,1024,13,7,47,24,23,211,3,1,46,0,3098,1689,1409,0.5452,0.4548,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6496,194,646,,2802,104,220,53,356,0,73,112,225,348,62,332,19,59,30,0.0068,0.044,0.1467,,0.6361,0.0236,0.0499,0.012,0.0808,0,"12:00 AM, Sunday 14 February 2021"
2021-02-13,290156,15802,274354,8112,140644,125598,22,15482,271451,,float;#286933.000000000,3200,1732,1468,0.5413,0.4588,43,23.19,46.38,320,2893,622,410,65,615,146,1023,13,7,51,25,26,223,2,1,50,0,3092,1687,1405,0.5456,0.4544,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8098,0.1439,0.0463,0.5488,0.178,0.2732,0.8488,0.1512,0.6502,189,638,,2758,103,219,52,349,0,73,112,225,348,62,332,19,59,30,0.0069,0.0436,0.1471,,0.6358,0.0237,0.0505,0.012,0.0805,0,"12:00 AM, Saturday 13 February 2021"
2021-02-12,289255,15802,273453,8073,140513,124867,373,15482,270201,,float;#285683.000000000,3198,1732,1466,0.5416,0.4584,43,23.19,50.09,320,2891,622,409,65,615,146,1022,13,7,55,28,27,236,6,2,53,0,3086,1682,1404,0.545,0.455,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8098,0.1415,0.0463,0.5488,0.178,0.2732,0.8484,0.1516,0.649,186,629,,2733,100,219,51,347,0,73,112,225,347,62,332,19,59,30,0.007,0.0433,0.1464,,0.6363,0.0233,0.051,0.0119,0.0808,0,"12:00 AM, Friday 12 February 2021"
2021-02-11,287821,15802,272019,7977,140314,123728,81,15482,269066,,float;#284548.000000000,3191,1727,1464,0.5412,0.4588,43,18.55,46.38,320,2884,622,409,65,609,146,1021,13,7,52,29,23,228,2,3,49,0,3082,1681,1401,0.5454,0.4546,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8117,0.1418,0.0465,0.5477,0.1785,0.2738,0.8484,0.1516,0.6527,180,617,,2689,96,213,50,333,0,73,112,224,347,62,332,19,58,30,0.0071,0.0428,0.1466,,0.639,0.0228,0.0506,0.0119,0.0791,0,"12:00 AM, Thursday 11 February 2021"
2021-02-10,286813,15802,271011,7886,140174,122951,207,15482,267932,,float;#283414.000000000,3190,1727,1463,0.5414,0.4586,43,20.41,49.17,320,2883,622,409,65,608,146,1021,13,7,56,33,23,239,2,4,52,0,3077,1677,1400,0.545,0.455,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8117,0.1418,0.0465,0.5477,0.1785,0.2738,0.8484,0.1516,0.6537,177,612,,2680,96,213,49,331,0,73,112,224,347,62,332,19,58,30,0.0072,0.0423,0.1461,,0.6399,0.0229,0.0509,0.0117,0.079,0,"12:00 AM, Wednesday 10 February 2021"
2021-02-09,285672,15802,269870,7833,139997,122040,85,15482,266917,,float;#282399.000000000,3187,1725,1462,0.5413,0.4587,43,25.05,50.09,320,2880,621,409,65,608,145,1020,13,7,56,32,24,171,6,4,52,0,3074,1677,1397,0.5455,0.4545,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8117,0.1418,0.0465,0.5477,0.1785,0.2738,0.8484,0.1516,0.6535,176,599,,2628,96,213,47,324,0,73,112,224,347,62,332,19,58,30,0.0073,0.0428,0.1456,,0.6389,0.0233,0.0518,0.0114,0.0788,0,"12:00 AM, Tuesday 9 February 2021"
2021-02-08,284098,15802,268296,7774,139797,120725,45,15482,265393,,float;#280875.000000000,3177,1720,1457,0.5414,0.4586,43,22.26,45.45,320,2870,621,405,64,606,145,1017,13,7,54,34,20,197,6,3,51,0,3066,1673,1393,0.5457,0.4543,42,67,50,17,37,3,25,2,4,0.0597,3,0.0448,16,0.2388,31,0.4627,13,0.194,0.3881,0.6119,0.8117,0.1418,0.0465,0.5477,0.1785,0.2738,0.8469,0.1531,0.6533,176,598,,2624,96,213,47,324,0,73,112,224,343,62,332,19,58,30,0.0073,0.0428,0.1456,,0.6388,0.0234,0.0519,0.0114,0.0789,0,"12:00 AM, Monday 8 February 2021"
