Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date
Alaska,US,2021-03-10 05:31:08,61.3707,-152.4044,59712,305,,,2.0,8162.450703647759,1750767.0,,0.5107851018220794,84000002.0,USA,239324.5801693676,,2021-03-09
American Samoa,US,2021-03-10 05:31:08,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-09
Arizona,US,2021-03-10 05:31:08,33.7298,-111.4312,827800,16326,,,4.0,11372.88343536368,7930064.0,,1.9722155109929933,84000004.0,USA,108948.65125268642,,2021-03-09
Arkansas,US,2021-03-10 05:31:08,34.9697,-92.3731,325383,5357,,,5.0,10782.111760737278,2738729.0,,1.6463675115171967,84000005.0,USA,90752.3815330618,,2021-03-09
California,US,2021-03-10 08:30:50,36.1162,-119.6816,3607891,54628,,,6.0,9131.075718012626,49922499.0,,1.5141255653233427,84000006.0,USA,126346.97622555937,,2021-03-09
Colorado,US,2021-03-10 05:31:08,39.0598,-105.3111,438025,5997,,,8.0,7606.269848105557,6427032.0,,1.3690999372181951,84000008.0,USA,111604.90774364377,,2021-03-09
Connecticut,US,2021-03-10 05:31:08,41.5978,-72.7554,288145,7739,,,9.0,8081.958058355472,6593253.0,,2.6858005518055146,84000009.0,USA,184929.09546973358,,2021-03-09
Delaware,US,2021-03-10 05:31:08,39.3185,-75.5071,88679,1482,,,10.0,9106.82670544403,1438635.0,,1.6711961118190326,84000010.0,USA,147739.5960417514,,2021-03-09
Diamond Princess,US,2021-03-10 05:31:08,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-03-09
District of Columbia,US,2021-03-10 05:31:08,38.8974,-77.0268,41910,1036,,,11.0,5938.371857416731,1267141.0,,2.4719637318062517,84000011.0,USA,179545.56081553074,,2021-03-09
Florida,US,2021-03-10 05:31:08,27.7663,-81.6868,1952733,31889,,,12.0,9091.893619891143,22392896.0,,1.6330445585750843,84000012.0,USA,104260.965668776,,2021-03-09
Georgia,US,2021-03-10 05:31:08,33.0406,-83.6431,1026692,17978,,,13.0,9669.87940482356,7373017.0,,1.7510606881128907,84000013.0,USA,69442.62275318596,,2021-03-09
Grand Princess,US,2021-03-10 05:31:08,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-09
Guam,US,2021-03-10 05:31:08,13.4443,144.7937,7752,133,,,66.0,4720.238203971284,121379.0,,1.7156862745098038,316.0,GUM,73908.38402474593,,2021-03-09
Hawaii,US,2021-03-10 05:31:08,21.0943,-157.4983,28189,444,,,15.0,1990.928558513764,1146955.0,,1.5750824789811628,84000015.0,USA,81006.96955657008,,2021-03-09
Idaho,US,2021-03-10 05:31:08,44.2405,-114.4788,173790,1892,,,16.0,9724.884097668524,648393.0,,1.08867023419069,84000016.0,USA,36282.563868689715,,2021-03-09
Illinois,US,2021-03-10 05:31:08,40.3495,-88.9861,1200938,23040,,,17.0,9477.232988060674,18679826.0,,1.9185003722090568,84000017.0,USA,147412.32534771445,,2021-03-09
Indiana,US,2021-03-10 05:31:08,39.8494,-86.2583,668308,12762,,,18.0,9927.009207513896,8255253.0,,1.9095985683247845,84000018.0,USA,122623.06083625623,,2021-03-09
Iowa,US,2021-03-10 05:31:08,42.0115,-93.2105,340891,5574,,,19.0,10804.54633336186,1329219.0,,1.6351267707272998,84000019.0,USA,42129.61994504084,,2021-03-09
Kansas,US,2021-03-10 05:31:08,38.5266,-96.7265,298806,4772,,,20.0,10256.566920009307,1274866.0,,1.597022817480238,84000020.0,USA,43759.99291528478,,2021-03-09
Kentucky,US,2021-03-10 05:31:08,37.6681,-84.6701,411917,4850,,,21.0,9219.94514817893,3979852.0,,1.1774216650441716,84000021.0,USA,89081.09434150619,,2021-03-09
Louisiana,US,2021-03-10 05:31:08,31.1695,-91.8678,434926,9769,,,22.0,9355.67375108469,5707952.0,,2.2461292265810737,84000022.0,USA,122783.50040892324,,2021-03-09
Maine,US,2021-03-10 05:31:08,44.6939,-69.3819,46066,723,,,23.0,3426.9891951567165,1705692.0,,1.5694872574132763,84000023.0,USA,126891.59150491144,,2021-03-09
Maryland,US,2021-03-10 05:31:08,39.0639,-76.8021,388666,7988,,,24.0,6428.821902581679,8120946.0,,2.0552350861665287,84000024.0,USA,134326.42812719164,,2021-03-09
Massachusetts,US,2021-03-10 05:31:08,42.2302,-71.5301,593607,16456,,,25.0,8612.35751366376,16866613.0,,2.7722045056746296,84000025.0,USA,244709.54891133163,,2021-03-09
Michigan,US,2021-03-10 05:31:08,43.3266,-84.5361,659890,16692,,,26.0,6607.5843481087195,10672053.0,,2.52951249450666,84000026.0,USA,106860.97738257392,,2021-03-09
Minnesota,US,2021-03-10 05:31:08,45.6945,-93.9002,492108,6764,,,27.0,8725.888497689211,7146871.0,,1.3744950295463598,84000027.0,USA,126725.8395583258,,2021-03-09
Mississippi,US,2021-03-10 05:31:08,32.7416,-89.6787,298008,6834,,,28.0,10013.208344071485,1780171.0,,2.29322702746235,84000028.0,USA,59814.5791759754,,2021-03-09
Missouri,US,2021-03-10 05:31:08,38.4561,-92.2884,568406,8625,,,29.0,8124.950712252755,4576074.0,,1.7274191187234669,84000029.0,USA,74560.12518598996,,2021-03-09
Montana,US,2021-03-10 05:31:08,46.9219,-110.4544,101093,1385,,,30.0,9458.746343955434,1110533.0,,1.3700256199736875,84000030.0,USA,103906.798231251,,2021-03-09
Nebraska,US,2021-03-10 05:31:08,41.1254,-98.2681,203279,2110,,,31.0,10508.589708065723,2427805.0,,1.0379822805110217,84000031.0,USA,125506.35646668127,,2021-03-09
Nevada,US,2021-03-10 05:31:08,38.3135,-117.0554,296822,5054,,,32.0,9636.589835060302,2776608.0,,1.7027039774679775,84000032.0,USA,90145.04460163707,,2021-03-09
New Hampshire,US,2021-03-10 05:31:08,43.4525,-71.5639,77252,1185,,,33.0,5681.501436702359,1499861.0,,1.5339408688448195,84000033.0,USA,110307.33736801424,,2021-03-09
New Jersey,US,2021-03-10 05:31:08,40.2989,-74.521,819042,23635,,,34.0,9221.171805601996,10994749.0,,2.88568840181578,84000034.0,USA,123784.2131276183,,2021-03-09
New Mexico,US,2021-03-10 05:31:08,34.8405,-106.2485,187238,3830,,,35.0,8929.578902237618,2788740.0,,2.0455249468590777,84000035.0,USA,132997.96979152807,,2021-03-09
New York,US,2021-03-10 05:31:08,42.1657,-74.9481,1706924,48481,,,36.0,8774.352418048295,39841556.0,,2.840255336500044,84000036.0,USA,204803.40848649765,,2021-03-09
North Carolina,US,2021-03-10 05:31:08,35.6301,-79.8064,875903,11552,,,37.0,8351.410991750257,9747566.0,,1.3188675001683976,84000037.0,USA,92939.43488629573,,2021-03-09
North Dakota,US,2021-03-10 05:31:08,47.5289,-99.784,100514,1479,,,38.0,13189.74046731106,1425905.0,,1.4714368147720716,84000038.0,USA,187111.41613149585,,2021-03-09
Northern Mariana Islands,US,2021-03-10 05:31:08,15.0979,145.6739,146,2,,,69.0,264.76135209632963,17542.0,,1.3698630136986298,580.0,MNP,31811.25779776585,,2021-03-09
Ohio,US,2021-03-10 05:31:08,40.3888,-82.7649,981618,17661,,,39.0,8397.720953709011,10282753.0,,1.7991723868144227,84000039.0,USA,87968.73155332744,,2021-03-09
Oklahoma,US,2021-03-10 05:31:08,35.5653,-96.9289,429432,4701,,,40.0,10852.54352382163,3550948.0,,1.0947018387078746,84000040.0,USA,89739.04534554336,,2021-03-09
Oregon,US,2021-03-10 05:31:08,44.572,-122.0709,158007,2303,,,41.0,3746.2506552684526,3850973.0,,1.4575303625788731,84000041.0,USA,91304.24680343985,,2021-03-09
Pennsylvania,US,2021-03-10 05:31:08,40.5908,-77.2098,955743,24388,,,42.0,7465.582106030555,10745880.0,,2.551732003268661,84000042.0,USA,83939.14414392952,,2021-03-09
Puerto Rico,US,2021-03-10 05:31:08,18.2208,-66.5901,101937,2066,,,72.0,3191.8211325192706,407299.0,,2.0267420073182456,630.0,PRI,12753.225575149028,,2021-03-09
Rhode Island,US,2021-03-10 05:31:08,41.6809,-71.5118,129277,2556,,,44.0,12203.299913815968,3128043.0,,1.9771498410390087,84000044.0,USA,295276.3977529851,,2021-03-09
South Carolina,US,2021-03-10 05:31:08,33.8569,-80.945,527348,8763,,,45.0,10242.324588236983,5203848.0,,1.6617110522842602,84000045.0,USA,101070.83050252935,,2021-03-09
South Dakota,US,2021-03-10 05:31:08,44.2998,-99.4388,113753,1901,,,46.0,12858.400807542794,428297.0,,1.6711647165349486,84000046.0,USA,48413.7955980779,,2021-03-09
Tennessee,US,2021-03-10 05:31:08,35.7478,-86.6923,785242,11588,,,47.0,11498.345187866056,6890904.0,,1.4757234075609813,84000047.0,USA,100903.91605192664,,2021-03-09
Texas,US,2021-03-10 05:31:08,31.0545,-97.5635,2704712,45582,,,48.0,9327.917989455125,19966634.0,,1.6852810946230137,84000048.0,USA,68860.24259790554,,2021-03-09
Utah,US,2021-03-10 05:31:08,40.15,-111.8624,375669,1990,,,49.0,11717.839098328799,2914833.0,,0.5297216432550995,84000049.0,USA,90919.25096960098,,2021-03-09
Vermont,US,2021-03-10 05:31:08,44.0459,-72.7107,16286,211,,,50.0,2609.98190673233,1132778.0,,1.2955913054156944,84000050.0,USA,181538.13608893746,,2021-03-09
Virgin Islands,US,2021-03-10 05:31:08,18.3358,-64.8963,2744,25,,,78.0,2558.0788305925344,49593.0,,0.9110787172011662,850.0,VIR,46232.80008949547,,2021-03-09
Virginia,US,2021-03-10 05:31:08,37.7693,-78.17,588129,9790,,,51.0,6890.3718684241685,6050079.0,,1.6646007933633609,84000051.0,USA,70881.20827802035,,2021-03-09
Washington,US,2021-03-10 05:31:08,47.4009,-121.4905,346403,5077,,,53.0,4549.019927134892,5432587.0,,1.4656339581354665,84000053.0,USA,71341.60650714331,,2021-03-09
West Virginia,US,2021-03-10 05:31:08,38.4912,-80.9545,133856,2326,,,54.0,7469.030163262277,2268494.0,,1.7376882620129095,84000054.0,USA,126579.68347462571,,2021-03-09
Wisconsin,US,2021-03-10 05:31:08,44.2685,-89.6165,622444,7134,,,55.0,10690.443206397877,7088211.0,,1.1461272018044997,84000055.0,USA,121739.65389732196,,2021-03-09
Wyoming,US,2021-03-10 05:31:08,42.756,-107.3025,54972,691,,,56.0,9498.254022831608,652519.0,,1.2570035654515026,84000056.0,USA,112744.51023655786,,2021-03-09
Alabama,US,2021-03-09 05:30:55,32.3182,-86.9023,500092,10148,,,1.0,10199.329619420843,2323788.0,,2.0292266223014965,84000001.0,USA,47393.439162503564,,2021-03-08
Alaska,US,2021-03-09 05:30:55,61.3707,-152.4044,59624,305,,,2.0,8150.421368473573,1731628.0,,0.5115389775929156,84000002.0,USA,236708.3364659727,,2021-03-08
American Samoa,US,2021-03-09 05:30:55,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-03-08
Arizona,US,2021-03-09 05:30:55,33.7298,-111.4312,827237,16328,,,4.0,11365.148555713871,7908105.0,,1.973799527825762,84000004.0,USA,108646.963468974,,2021-03-08
Arkansas,US,2021-03-09 05:30:55,34.9697,-92.3731,324951,5343,,,5.0,10767.796715757553,2736442.0,,1.6442479019913772,84000005.0,USA,90676.59795003252,,2021-03-08
California,US,2021-03-09 05:30:55,36.1162,-119.6816,3602380,54316,,,6.0,9117.128135260828,49646014.0,,1.5077809670273539,84000006.0,USA,125647.23073161436,,2021-03-08
Colorado,US,2021-03-09 05:30:55,39.0598,-105.3111,437187,5990,,,8.0,7591.718043681808,6415123.0,,1.3701230823423387,84000008.0,USA,111398.10889056211,,2021-03-08
Connecticut,US,2021-03-09 05:30:55,41.5978,-72.7554,287396,7725,,,9.0,8060.949931940963,6520366.0,,2.6879288507842847,84000009.0,USA,182884.7439210364,,2021-03-08
Delaware,US,2021-03-09 05:30:55,39.3185,-75.5071,88563,1475,,,10.0,9094.914168114656,1431942.0,,1.6654810699727878,84000010.0,USA,147052.263176704,,2021-03-08
Diamond Princess,US,2021-03-09 05:30:55,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,,2021-03-08
District of Columbia,US,2021-03-09 05:30:55,38.8974,-77.0268,41579,1035,,,11.0,5891.471330458847,1261363.0,,2.4892373553957525,84000011.0,USA,178726.85614857406,,2021-03-08
Florida,US,2021-03-09 05:30:55,27.7663,-81.6868,1948307,31764,,,12.0,9071.286234671745,22339182.0,,1.6303385452087376,84000012.0,USA,104010.87414377037,,2021-03-08
Georgia,US,2021-03-09 05:30:55,33.0406,-83.6431,1024931,17948,,,13.0,9653.293459250894,7359069.0,,1.75114227201636,84000013.0,USA,69311.25377598689,,2021-03-08
Grand Princess,US,2021-03-09 05:30:55,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,,2021-03-08
Guam,US,2021-03-09 05:30:55,13.4443,144.7937,7751,133,,,66.0,4719.629298114219,120636.0,,1.7159076248226035,316.0,GUM,73455.9669729463,,2021-03-08
Hawaii,US,2021-03-09 05:30:55,21.0943,-157.4983,28148,444,,,15.0,1988.032816525788,1146796.0,,1.5773767230353843,84000015.0,USA,80995.73972788501,,2021-03-08
Idaho,US,2021-03-09 05:30:55,44.2405,-114.4788,173309,1890,,,16.0,9697.968456659382,645838.0,,1.0905377101016105,84000016.0,USA,36139.592012601664,,2021-03-08
Illinois,US,2021-03-09 05:30:55,40.3495,-88.9861,1199441,23021,,,17.0,9465.419374216224,18640190.0,,1.9193107455889868,84000017.0,USA,147099.53683847014,,2021-03-08
Indiana,US,2021-03-09 05:30:55,39.8494,-86.2583,667736,12744,,,18.0,9918.512751887603,8242367.0,,1.908538703918914,84000018.0,USA,122431.65292157016,,2021-03-08
Iowa,US,2021-03-09 05:30:55,42.0115,-93.2105,340128,5559,,,19.0,10780.36303473457,1326802.0,,1.6343847022297489,84000019.0,USA,42053.01308687288,,2021-03-08
Kansas,US,2021-03-09 05:30:55,38.5266,-96.7265,298788,4772,,,20.0,10255.949066938889,1270547.0,,1.59711902753792,84000020.0,USA,43611.74250355437,,2021-03-08
Kentucky,US,2021-03-09 05:30:55,37.6681,-84.6701,411040,4829,,,21.0,9200.315242409191,3975672.0,,1.1748248345659789,84000021.0,USA,88987.53333110994,,2021-03-08
Louisiana,US,2021-03-09 05:30:55,31.1695,-91.8678,434289,9758,,,22.0,9341.971272549396,5695464.0,,2.2468908952333586,84000022.0,USA,122514.87159895664,,2021-03-08
Maine,US,2021-03-09 05:30:55,44.6939,-69.3819,45933,706,,,23.0,3417.0949225271006,1660180.0,,1.5370213136524942,84000023.0,USA,123505.81604687356,,2021-03-08
Maryland,US,2021-03-09 05:30:55,39.0639,-76.8021,388035,7963,,,24.0,6418.384697833824,8097590.0,,2.0521344724058395,84000024.0,USA,133940.10268489234,,2021-03-08
Massachusetts,US,2021-03-09 05:30:55,42.2302,-71.5301,592344,16435,,,25.0,8594.033256133513,16825551.0,,2.7745701821914293,84000025.0,USA,244113.8001680957,,2021-03-08
Michigan,US,2021-03-09 05:30:55,43.3266,-84.5361,658355,16662,,,26.0,6592.2141470534725,10621967.0,,2.5308534149509003,84000026.0,USA,106359.45823595954,,2021-03-08
Minnesota,US,2021-03-09 05:30:55,45.6945,-93.9002,490483,6624,,,27.0,8697.074560893336,7111428.0,,1.3505055221078,84000027.0,USA,126097.37656641426,,2021-03-08
Mississippi,US,2021-03-09 05:30:55,32.7416,-89.6787,297651,6808,,,28.0,10001.212976904046,1756955.0,,2.2872424416514643,84000028.0,USA,59034.510704941174,,2021-03-08
Missouri,US,2021-03-09 05:30:55,38.4561,-92.2884,567734,8516,,,29.0,8118.531085008249,4565866.0,,1.7071100148714853,84000029.0,USA,74393.80144255867,,2021-03-08
Montana,US,2021-03-09 05:30:55,46.9219,-110.4544,100959,1381,,,30.0,9958.850200883626,1104488.0,,1.2974689490595464,84000030.0,USA,103341.19901420127,,2021-03-08
Nebraska,US,2021-03-09 05:30:55,41.1254,-98.2681,203027,2113,,,31.0,10495.562466656464,2421684.0,,1.040748274859994,84000031.0,USA,125189.9289084826,,2021-03-08
Nevada,US,2021-03-09 05:30:55,38.3135,-117.0554,296393,5040,,,32.0,9622.6619690691,2770192.0,,1.7004450172574923,84000032.0,USA,89936.74346364275,,2021-03-08
New Hampshire,US,2021-03-09 05:30:55,43.4525,-71.5639,77060,1184,,,33.0,5667.380789005899,1497185.0,,1.536465092135998,84000033.0,USA,110110.53084074485,,2021-03-08
New Jersey,US,2021-03-09 05:30:55,40.2989,-74.521,814916,23590,,,34.0,9174.719297830829,10999550.0,,2.894776884979556,84000034.0,USA,123838.26511254544,,2021-03-08
New Mexico,US,2021-03-09 05:30:55,34.8405,-106.2485,187040,3811,,,35.0,8920.136072135592,2783542.0,,2.0375320786997437,84000035.0,USA,132750.07165581937,,2021-03-08
New York,US,2021-03-09 05:30:55,42.1657,-74.9481,1700091,48401,,,36.0,8739.227743445017,39695100.0,,2.84696525068364,84000036.0,USA,204050.55917525844,,2021-03-08
North Carolina,US,2021-03-09 05:30:55,35.6301,-79.8064,874906,11535,,,37.0,8341.904965673426,9688838.0,,1.31842735105257,84000037.0,USA,92379.48513760949,,2021-03-08
North Dakota,US,2021-03-09 05:30:55,47.5289,-99.784,100419,1479,,,38.0,13177.274290018397,1425146.0,,1.4728288471305233,84000038.0,USA,187011.81793607344,,2021-03-08
Northern Mariana Islands,US,2021-03-09 05:30:55,15.0979,145.6739,146,2,,,69.0,264.76135209632963,17574.0,,1.3698630136986298,580.0,MNP,31869.287683156825,,2021-03-08
Ohio,US,2021-03-09 05:30:55,40.3888,-82.7649,979725,17501,,,39.0,8381.526379276422,10257157.0,,1.7863175891193956,84000039.0,USA,87749.7583218554,,2021-03-08
Oklahoma,US,2021-03-09 05:30:55,35.5653,-96.9289,429162,4534,,,40.0,10845.720122790892,3575297.0,,1.0564775073282349,84000040.0,USA,90354.38975923756,,2021-03-08
Oregon,US,2021-03-09 05:30:55,44.572,-122.0709,157515,2298,,,41.0,3734.5856320581393,3850973.0,,1.4589086753642508,84000041.0,USA,91304.24680343985,,2021-03-08
Pennsylvania,US,2021-03-09 05:30:55,40.5908,-77.2098,952818,24344,,,42.0,7442.73409389744,10681716.0,,2.554947534576383,84000042.0,USA,83437.94077623407,,2021-03-08
Puerto Rico,US,2021-03-09 05:30:55,18.2208,-66.5901,101327,2059,,,72.0,3172.7209933074364,407299.0,,2.0320348969178994,630.0,PRI,12753.225575149028,,2021-03-08
Rhode Island,US,2021-03-09 05:30:55,41.6809,-71.5118,128981,2549,,,44.0,12175.358541611406,3087981.0,,1.9762600693125345,84000044.0,USA,291494.6840595416,,2021-03-08
South Carolina,US,2021-03-09 05:30:55,33.8569,-80.945,526716,8760,,,45.0,10230.049678424552,5183044.0,,1.6631353518784315,84000045.0,USA,100666.76843965307,,2021-03-08
South Dakota,US,2021-03-09 05:30:55,44.2998,-99.4388,113596,1901,,,46.0,12840.653856457686,701924.0,,1.673474418113314,84000046.0,USA,79344.01842970004,,2021-03-08
Tennessee,US,2021-03-09 05:30:55,35.7478,-86.6923,783904,11556,,,47.0,11478.752774493665,6872745.0,,1.474160101236886,84000047.0,USA,100638.01273770443,,2021-03-08
